"","id","season","week","season_type","start_date","neutral_site","conference_game","venue_id","venue","home_id","home_team","home_conference","home_points","away_id","away_team","away_conference","away_points","excitement_index","home_1_pts","home_2_pts","home_3_pts","home_4_pts","away_1_pts","away_2_pts","away_3_pts","away_4_pts","winner","score_difference"
"212",401117505,2019,3,"regular","2019-09-14T23:00:00.000Z",FALSE,FALSE,3816,"Mackay Stadium",2440,"Nevada","Mountain West",19,2692,"Weber State",NA,13,"6.07087429960286",3,6,7,3,0,10,3,0,"Nevada",6
"213",401112449,2019,3,"regular","2019-09-14T23:30:00.000Z",FALSE,TRUE,1964,"Carrier Dome",183,"Syracuse","ACC",6,228,"Clemson","ACC",41,"2.43834917994932",0,6,0,0,14,3,10,14,"Clemson",35
"214",401114234,2019,3,"regular","2019-09-14T23:30:00.000Z",FALSE,FALSE,3765,"Husky Stadium",264,"Washington","Pac-12",52,62,"Hawai'i","Mountain West",20,"0.832146004671581",21,17,0,14,0,7,13,0,"Washington",32
"215",401121940,2019,3,"regular","2019-09-14T23:30:00.000Z",FALSE,FALSE,3666,"Cajun Field",309,"Louisiana","Sun Belt",77,2640,"Texas Southern",NA,6,"0.929279064923919",28,28,7,14,3,3,0,0,"Louisiana",71
"216",401112130,2019,3,"regular","2019-09-14T23:30:00.000Z",FALSE,FALSE,3907,"Ross-Ade Stadium",2509,"Purdue","Big Ten",13,2628,"TCU","Big 12",34,"4.41406555189202",3,3,0,7,10,3,14,7,"TCU",21
"217",401112451,2019,3,"regular","2019-09-14T23:30:00.000Z",FALSE,TRUE,3923,"Scott Stadium",258,"Virginia","ACC",31,52,"Florida State","ACC",24,"7.93899113602567",3,7,0,21,0,14,3,7,"Virginia",7
"218",401110790,2019,3,"regular","2019-09-14T23:30:00.000Z",FALSE,FALSE,3958,"Tiger Stadium",99,"LSU","SEC",65,2466,"Northwestern State",NA,14,"2.53625610474493",3,21,27,14,7,7,0,0,"LSU",51
"219",401110793,2019,3,"regular","2019-09-14T23:30:00.000Z",FALSE,FALSE,3838,"Faurot Field",142,"Missouri","SEC",50,2546,"Southeast Missouri State",NA,0,"0.944863868358073",27,10,10,3,0,0,0,0,"Missouri",50
"220",401112116,2019,3,"regular","2019-09-15T00:00:00.000Z",FALSE,FALSE,1056,"Rose Bowl",26,"UCLA","Pac-12",14,201,"Oklahoma","Big 12",48,"1.32920575789129",0,7,7,0,17,17,7,7,"Oklahoma",34
"221",401112136,2019,3,"regular","2019-09-15T00:00:00.000Z",TRUE,FALSE,3891,"NRG Stadium",242,"Rice","Conference USA",13,251,"Texas","Big 12",48,"1.09570155394775",0,0,0,13,14,17,7,10,"Texas",35
"222",401114339,2019,3,"regular","2019-09-15T00:00:00.000Z",FALSE,FALSE,3601,"Aggie Memorial Stadium",166,"New Mexico State","FBS Independents",10,21,"San Diego State","Mountain West",31,"1.82826324070408",0,0,10,0,7,10,7,7,"San Diego State",21
"223",401117868,2019,3,"regular","2019-09-15T00:00:00.000Z",FALSE,FALSE,4729,"Benson Field at Yulman Stadium",2655,"Tulane","American Athletic",58,2623,"Missouri State",NA,6,"1.27353124760225",10,28,13,7,0,6,0,0,"Tulane",52
"224",401112240,2019,3,"regular","2019-09-15T00:00:00.000Z",FALSE,FALSE,3834,"Memorial Stadium",158,"Nebraska","Big Ten",44,2459,"Northern Illinois","Mid-American",8,"2.44629063546856",10,20,7,7,0,5,3,0,"Nebraska",36
"225",401117503,2019,3,"regular","2019-09-15T02:15:00.000Z",FALSE,FALSE,3653,"Albertsons Stadium",68,"Boise State","Mountain West",45,2502,"Portland State",NA,10,"2.55051253525149",14,14,10,7,10,0,0,0,"Boise State",35
"226",401112141,2019,3,"regular","2019-09-15T02:30:00.000Z",FALSE,FALSE,3619,"Arizona Stadium",12,"Arizona","Pac-12",28,2641,"Texas Tech","Big 12",14,"6.1604178461275",0,13,0,15,7,0,7,0,"Arizona",14
"227",401114194,2019,3,"regular","2019-09-15T02:45:00.000Z",FALSE,FALSE,3626,"Autzen Stadium",2483,"Oregon","Pac-12",35,149,"Montana",NA,3,"1.61961639443279",14,7,7,7,0,0,3,0,"Oregon",32
"228",401117869,2019,4,"regular","2019-09-20T00:00:00.000Z",FALSE,TRUE,4729,"Benson Field at Yulman Stadium",2655,"Tulane","American Athletic",38,248,"Houston","American Athletic",31,"5.89935776373132",7,7,7,17,14,14,0,3,"Tulane",7
"229",401114262,2019,4,"regular","2019-09-21T00:00:00.000Z",FALSE,TRUE,3776,"Joe Aillet Stadium",2348,"Louisiana Tech","Conference USA",43,2229,"Florida International","Conference USA",31,"4.77267754538482",0,13,14,16,0,10,14,7,"Louisiana Tech",12
"230",401117506,2019,4,"regular","2019-09-21T01:00:00.000Z",FALSE,TRUE,3653,"Albertsons Stadium",68,"Boise State","Mountain West",30,2005,"Air Force","Mountain West",19,"4.66078605032239",0,10,7,13,0,10,3,6,"Boise State",11
"231",401114220,2019,4,"regular","2019-09-21T01:00:00.000Z",FALSE,TRUE,477,"Los Angeles Memorial Coliseum",30,"USC","Pac-12",30,254,"Utah","Pac-12",23,"4.23713611459029",14,0,7,9,7,3,7,6,"USC",7
"232",401112215,2019,4,"regular","2019-09-21T16:00:00.000Z",FALSE,TRUE,3911,"Ryan Field",77,"Northwestern","Big Ten",10,127,"Michigan State","Big Ten",31,"4.74272669960478",0,3,0,7,7,7,10,7,"Michigan State",21
"233",401110801,2019,4,"regular","2019-09-21T16:00:00.000Z",FALSE,FALSE,3974,"Vaught-Hemingway Stadium",145,"Ole Miss","SEC",20,25,"California","Pac-12",28,"4.84975299618865",7,6,0,7,7,7,14,0,"California",8
"234",401112462,2019,4,"regular","2019-09-21T16:00:00.000Z",FALSE,FALSE,1964,"Carrier Dome",183,"Syracuse","ACC",52,2711,"Western Michigan","Mid-American",33,"3.27746558159562",14,10,14,14,0,13,20,0,"Syracuse",19
"235",401112087,2019,4,"regular","2019-09-21T16:00:00.000Z",FALSE,FALSE,3772,"Jack Trice Stadium",66,"Iowa State","Big 12",72,2433,"Louisiana Monroe","Sun Belt",20,"2.25157561315847",14,13,21,24,0,13,7,0,"Iowa State",52
"236",401112160,2019,4,"regular","2019-09-21T16:00:00.000Z",FALSE,FALSE,3830,"Memorial Stadium",84,"Indiana","Big Ten",38,41,"Connecticut","American Athletic",3,"2.22448982050989",7,10,14,7,3,0,0,0,"Indiana",35
"237",401114327,2019,4,"regular","2019-09-21T16:00:00.000Z",FALSE,FALSE,3841,"Blaik Field at Michie Stadium",349,"Army","FBS Independents",52,2415,"Morgan State",NA,21,"3.68033943236804",7,17,7,21,14,0,7,0,"Army",31
"238",401110799,2019,4,"regular","2019-09-21T16:00:00.000Z",FALSE,TRUE,3634,"Ben Hill Griffin Stadium",57,"Florida","SEC",34,2633,"Tennessee","SEC",3,"1.99412622514383",7,10,7,10,0,0,3,0,"Florida",31
"239",401110805,2019,4,"regular","2019-09-21T16:00:00.000Z",FALSE,TRUE,3973,"Vanderbilt Stadium",238,"Vanderbilt","SEC",38,99,"LSU","SEC",66,"1.65388555422389",7,10,14,7,28,10,21,7,"LSU",28
"240",401112265,2019,4,"regular","2019-09-21T16:00:00.000Z",FALSE,FALSE,3754,"High Point Solutions Stadium",164,"Rutgers","Big Ten",16,103,"Boston College","ACC",30,"5.87278884599539",7,6,0,3,7,10,7,6,"Boston College",14
"241",401112464,2019,4,"regular","2019-09-21T16:00:00.000Z",FALSE,FALSE,3630,"BB&T Field",154,"Wake Forest","ACC",49,2210,"Elon",NA,7,"2.48276621672153",14,14,14,7,7,0,0,0,"Wake Forest",42
"242",401112224,2019,4,"regular","2019-09-21T16:00:00.000Z",FALSE,TRUE,347,"Camp Randall Stadium",275,"Wisconsin","Big Ten",35,130,"Michigan","Big Ten",14,"1.48212576172237",14,14,7,0,0,0,8,6,"Wisconsin",21
"243",401110797,2019,4,"regular","2019-09-21T16:00:00.000Z",FALSE,FALSE,3657,"Bryant Denny Stadium",333,"Alabama","SEC",49,2572,"Southern Mississippi","Conference USA",7,"1.14186563374802",14,14,14,7,0,7,0,0,"Alabama",42
"244",401114355,2019,4,"regular","2019-09-21T17:00:00.000Z",FALSE,FALSE,3985,"Warren McGuirk Alumni Stadium",113,"UMass","FBS Independents",28,324,"Coastal Carolina","Sun Belt",62,"2.89673209963808",7,7,7,7,14,28,14,6,"Coastal Carolina",34
"245",401119268,2019,4,"regular","2019-09-21T18:00:00.000Z",FALSE,FALSE,3876,"Peden Stadium",195,"Ohio","Mid-American",25,309,"Louisiana","Sun Belt",45,"4.84881063563937",0,6,6,13,7,3,14,21,"Louisiana",20
"246",401119267,2019,4,"regular","2019-09-21T19:00:00.000Z",FALSE,FALSE,3912,"Rynearson Stadium",2199,"Eastern Michigan","Mid-American",34,2115,"Central Connecticut",NA,29,"5.80880424035977",7,14,0,13,15,0,0,14,"Eastern Michigan",5
"247",401119269,2019,4,"regular","2019-09-21T19:00:00.000Z",FALSE,FALSE,3768,"Summa Field at InfoCision Stadium",2006,"Akron","Mid-American",7,2653,"Troy","Sun Belt",35,"3.84614303910898",7,0,0,0,7,14,14,0,"Troy",28
"248",401117509,2019,4,"regular","2019-09-21T19:30:00.000Z",FALSE,FALSE,3674,"Skelly Field at H. A. Chapman Stadium",202,"Tulsa","American Athletic",24,2751,"Wyoming","Mountain West",21,"6.76168368230323",0,14,3,7,7,0,0,14,"Tulsa",3
"249",401112461,2019,4,"regular","2019-09-21T19:30:00.000Z",FALSE,FALSE,3752,"Heinz Field",221,"Pittsburgh","ACC",35,2116,"UCF","American Athletic",34,"7.4481573185212",7,14,7,7,0,10,21,3,"Pittsburgh",1
"250",401110804,2019,4,"regular","2019-09-21T19:30:00.000Z",FALSE,TRUE,3795,"Kyle Field",245,"Texas A&M","SEC",20,2,"Auburn","SEC",28,"2.5636568759951",0,3,0,17,14,0,7,7,"Auburn",8
"251",401112253,2019,4,"regular","2019-09-21T19:30:00.000Z",FALSE,FALSE,3861,"Ohio Stadium",194,"Ohio State","Big Ten",76,193,"Miami (OH)","Mid-American",5,"2.89335523365543",7,42,14,13,5,0,0,0,"Ohio State",71
"252",401112131,2019,4,"regular","2019-09-21T19:30:00.000Z",FALSE,FALSE,3616,"Amon G. Carter Stadium",2628,"TCU","Big 12",38,2567,"SMU","American Athletic",41,"6.93732787224114",7,10,7,14,18,13,0,10,"SMU",3
"253",401114235,2019,4,"regular","2019-09-21T19:30:00.000Z",FALSE,FALSE,3801,"LaVell Edwards Stadium",252,"BYU","FBS Independents",19,264,"Washington","Pac-12",45,"2.31718364544621",3,9,7,0,21,3,21,0,"Washington",26
"254",401112457,2019,4,"regular","2019-09-21T19:30:00.000Z",FALSE,TRUE,3697,"Bobby Bowden Field at Doak Campbell Stadium",52,"Florida State","ACC",35,97,"Louisville","ACC",24,"3.64127446015055",21,0,0,14,0,7,10,7,"Florida State",11
"255",401114265,2019,4,"regular","2019-09-21T19:30:00.000Z",FALSE,FALSE,3803,"Legion Field",5,"UAB","Conference USA",35,6,"South Alabama","Sun Belt",3,"1.25053642975086",14,14,7,0,3,0,0,0,"UAB",32
"256",401117870,2019,4,"regular","2019-09-21T19:30:00.000Z",FALSE,FALSE,3965,"UB Stadium",2084,"Buffalo","Mid-American",38,218,"Temple","American Athletic",22,"3.10703961874906",0,24,7,7,7,0,3,12,"Buffalo",16
"257",401119266,2019,4,"regular","2019-09-21T19:30:00.000Z",FALSE,TRUE,3696,"Dix Stadium",2309,"Kent State","Mid-American",62,189,"Bowling Green","Mid-American",20,"1.87146277343344",21,3,17,21,7,0,0,13,"Kent State",42
"258",401112459,2019,4,"regular","2019-09-21T19:30:00.000Z",FALSE,FALSE,3787,"Kenan Memorial Stadium",153,"North Carolina","ACC",31,2026,"Appalachian State","Sun Belt",34,"5.52697471306701",7,10,7,7,13,14,7,0,"Appalachian State",3
"259",401110803,2019,4,"regular","2019-09-21T20:00:00.000Z",FALSE,TRUE,3838,"Faurot Field",142,"Missouri","SEC",34,2579,"South Carolina","SEC",14,"4.04483526434825",7,10,14,3,0,7,7,0,"Missouri",20
"260",401110802,2019,4,"regular","2019-09-21T20:00:00.000Z",FALSE,TRUE,3693,"Davis Wade Stadium",344,"Mississippi State","SEC",28,96,"Kentucky","SEC",13,"2.49279356899591",7,14,0,7,3,0,7,3,"Mississippi State",15
"261",401112458,2019,4,"regular","2019-09-21T20:00:00.000Z",FALSE,FALSE,3948,"Hard Rock Stadium",2390,"Miami","ACC",17,2117,"Central Michigan","Mid-American",12,"3.70804199441803",7,0,7,3,0,2,3,7,"Miami",5
"262",401112099,2019,4,"regular","2019-09-21T20:30:00.000Z",FALSE,TRUE,3833,"Memorial Stadium",2305,"Kansas","Big 12",24,277,"West Virginia","Big 12",29,"5.99580485196527",0,7,10,7,7,3,10,9,"West Virginia",5
"263",401114340,2019,4,"regular","2019-09-21T20:30:00.000Z",FALSE,FALSE,3971,"University Stadium",167,"New Mexico","Mountain West",55,166,"New Mexico State","FBS Independents",52,"6.19985092307674",14,17,17,7,17,14,7,14,"New Mexico",3
"264",401116697,2019,4,"regular","2019-09-21T22:00:00.000Z",FALSE,FALSE,3699,"Dowdy-Ficklen Stadium",151,"East Carolina","American Athletic",19,2729,"William & Mary",NA,7,"3.16104576675046",7,3,3,6,0,7,0,0,"East Carolina",12
"265",401114263,2019,4,"regular","2019-09-21T22:00:00.000Z",FALSE,FALSE,3715,"FAU Stadium",2226,"Florida Atlantic","Conference USA",42,2681,"Wagner",NA,7,"1.72449884937573",14,14,7,7,0,7,0,0,"Florida Atlantic",35
"266",401114349,2019,4,"regular","2019-09-21T22:00:00.000Z",FALSE,FALSE,3992,"Williams Stadium",2335,"Liberty","FBS Independents",62,2261,"Hampton",NA,27,"1.97477592116935",27,14,7,14,12,0,8,7,"Liberty",35
"267",401112075,2019,4,"regular","2019-09-21T23:00:00.000Z",FALSE,FALSE,3895,"Rice Stadium",242,"Rice","Conference USA",13,239,"Baylor","Big 12",21,"3.00803859684592",0,3,3,7,7,14,0,0,"Baylor",8
"268",401121942,2019,4,"regular","2019-09-21T23:00:00.000Z",FALSE,TRUE,3644,"Jim Wacker Field at Bobcat Stadium",326,"Texas State","Sun Belt",37,2247,"Georgia State","Sun Belt",34,NA,10,7,3,7,7,10,0,10,"Texas State",3
"269",401112460,2019,4,"regular","2019-09-21T23:00:00.000Z",FALSE,FALSE,3670,"Carter-Finley Stadium",152,"NC State","ACC",34,2050,"Ball State","Mid-American",23,"4.31544436281265",6,14,7,7,7,0,6,10,"NC State",11
"270",401121941,2019,4,"regular","2019-09-21T23:00:00.000Z",FALSE,FALSE,3625,"Centennial Bank Stadium",2032,"Arkansas State","Sun Belt",41,79,"Southern Illinois",NA,28,"3.81429704391931",14,17,7,3,14,0,14,0,"Arkansas State",13
"271",401112463,2019,4,"regular","2019-09-21T23:00:00.000Z",FALSE,FALSE,3923,"Scott Stadium",258,"Virginia","ACC",28,295,"Old Dominion","Conference USA",17,"5.23736224397327",0,7,7,14,10,7,0,0,"Virginia",11
"272",401114195,2019,4,"regular","2019-09-21T23:00:00.000Z",FALSE,TRUE,3940,"Stanford Stadium",24,"Stanford","Pac-12",6,2483,"Oregon","Pac-12",21,"2.80195418905986",3,0,0,3,7,7,0,7,"Oregon",15
"273",401112456,2019,4,"regular","2019-09-21T23:30:00.000Z",FALSE,FALSE,3836,"Memorial Stadium",228,"Clemson","ACC",52,2429,"Charlotte","Conference USA",10,"1.21350262095005",17,21,7,7,0,3,7,0,"Clemson",42
"274",401112125,2019,4,"regular","2019-09-21T23:30:00.000Z",FALSE,TRUE,3910,"Darrell K Royal-Texas Memorial Stadium",251,"Texas","Big 12",36,197,"Oklahoma State","Big 12",30,"4.85649994731074",0,21,7,8,3,17,3,7,"Texas",6
"275",401110798,2019,4,"regular","2019-09-21T23:30:00.000Z",FALSE,FALSE,3887,"Donald W. Reynolds Razorback Stadium Frank Broyles Field",8,"Arkansas","SEC",24,23,"San José State","Mountain West",31,"5.12199369202094",7,0,3,14,7,17,0,7,"San José State",7
"276",401114264,2019,4,"regular","2019-09-21T23:30:00.000Z",FALSE,TRUE,3825,"Apogee Stadium",249,"North Texas","Conference USA",45,2636,"UT San Antonio","Conference USA",3,"1.8331113754946",7,17,14,7,0,3,0,0,"North Texas",42
"277",401112148,2019,4,"regular","2019-09-22T00:00:00.000Z",FALSE,TRUE,3832,"Memorial Stadium",356,"Illinois","Big Ten",38,158,"Nebraska","Big Ten",42,"4.54309300324168",14,7,14,3,7,7,13,15,"Nebraska",4
"278",401114266,2019,4,"regular","2019-09-22T00:00:00.000Z",FALSE,FALSE,3946,"Sun Bowl Stadium",2638,"UTEP","Conference USA",21,2440,"Nevada","Mountain West",37,"4.50844397093917",7,7,7,0,0,21,3,13,"Nevada",16
"279",401110800,2019,4,"regular","2019-09-22T00:00:00.000Z",FALSE,FALSE,3917,"Sanford Stadium",61,"Georgia","SEC",23,87,"Notre Dame","FBS Independents",17,"5.39518870105738",0,7,6,10,0,10,0,7,"Georgia",6
"280",401114155,2019,4,"regular","2019-09-22T02:00:00.000Z",FALSE,TRUE,3947,"Sun Devil Stadium",9,"Arizona State","Pac-12",31,38,"Colorado","Pac-12",34,"5.82533008987054",0,21,3,7,14,10,7,3,"Colorado",3
"281",401117510,2019,4,"regular","2019-09-22T02:00:00.000Z",FALSE,FALSE,3660,"Bulldog Stadium",278,"Fresno State","Mountain West",34,16,"Sacramento State",NA,20,"6.00380067083912",7,7,0,20,6,6,0,8,"Fresno State",14
"282",401117507,2019,4,"regular","2019-09-22T02:15:00.000Z",FALSE,FALSE,5388,"Canvas Stadium",36,"Colorado State","Mountain West",35,2649,"Toledo","Mid-American",41,"7.19181411229779",7,6,14,8,7,7,21,6,"Toledo",6
"283",401117508,2019,4,"regular","2019-09-22T02:30:00.000Z",FALSE,TRUE,3932,"Qualcomm Stadium",21,"San Diego State","Mountain West",17,328,"Utah State","Mountain West",23,"3.68930546155658",3,0,0,14,7,13,3,0,"Utah State",6
"284",401114215,2019,4,"regular","2019-09-22T02:30:00.000Z",FALSE,TRUE,3820,"Martin Stadium",265,"Washington State","Pac-12",63,26,"UCLA","Pac-12",67,"5.93635887043955",7,28,14,14,10,7,21,29,"UCLA",4
"285",401117511,2019,4,"regular","2019-09-22T03:59:00.000Z",FALSE,FALSE,3610,"Aloha Stadium",62,"Hawai'i","Mountain West",35,2110,"Central Arkansas",NA,16,"1.69158409794244",14,14,0,7,0,9,0,7,"Hawai'i",19
"286",401117871,2019,5,"regular","2019-09-27T00:00:00.000Z",FALSE,TRUE,3805,"Liberty Bowl Memorial Stadium",235,"Memphis","American Athletic",35,2426,"Navy","American Athletic",23,"5.41265081716688",7,7,14,7,13,7,0,3,"Memphis",12
"287",401112465,2019,5,"regular","2019-09-27T23:00:00.000Z",FALSE,TRUE,3799,"Lane Stadium",259,"Virginia Tech","ACC",10,150,"Duke","ACC",45,"3.21012842591694",3,0,7,0,0,21,10,14,"Duke",35
"288",401117512,2019,5,"regular","2019-09-28T00:00:00.000Z",FALSE,TRUE,3713,"Falcon Stadium",2005,"Air Force","Mountain West",41,23,"San José State","Mountain West",24,"2.78461127694243",7,14,13,7,7,3,0,14,"Air Force",17
"289",401112204,2019,5,"regular","2019-09-28T00:00:00.000Z",FALSE,TRUE,3665,"Maryland Stadium",120,"Maryland","Big Ten",0,213,"Penn State","Big Ten",59,"1.19739789579955",0,0,0,0,14,24,7,14,"Penn State",59
"290",401114156,2019,5,"regular","2019-09-28T02:30:00.000Z",FALSE,TRUE,3831,"California Memorial Stadium",25,"California","Pac-12",17,9,"Arizona State","Pac-12",24,"5.11071463253878",7,0,7,3,7,0,7,10,"Arizona State",7
"291",401112225,2019,5,"regular","2019-09-28T16:00:00.000Z",FALSE,TRUE,3558,"Michigan Stadium",130,"Michigan","Big Ten",52,164,"Rutgers","Big Ten",0,"1.26053847284855",14,10,14,14,0,0,0,0,"Michigan",52
"292",401112100,2019,5,"regular","2019-09-28T16:00:00.000Z",FALSE,TRUE,3616,"Amon G. Carter Stadium",2628,"TCU","Big 12",51,2305,"Kansas","Big 12",14,"1.21121499364856",21,17,0,13,0,0,0,14,"TCU",37
"293",401110807,2019,5,"regular","2019-09-28T16:00:00.000Z",TRUE,TRUE,3687,"AT&T Stadium",8,"Arkansas","SEC",27,245,"Texas A&M","SEC",31,"7.09641546171898",0,17,7,3,7,14,0,10,"Texas A&M",4
"294",401112193,2019,5,"regular","2019-09-28T16:00:00.000Z",FALSE,FALSE,3793,"Kinnick Stadium",2294,"Iowa","Big Ten",48,2393,"Middle Tennessee","Conference USA",3,"1.16850769210436",17,7,10,14,0,0,3,0,"Iowa",45
"295",401112117,2019,5,"regular","2019-09-28T16:00:00.000Z",FALSE,TRUE,3835,"Gaylord Family Oklahoma Memorial Stadium",201,"Oklahoma","Big 12",55,2641,"Texas Tech","Big 12",16,"1.71052578938069",17,17,14,7,0,10,6,0,"Oklahoma",39
"296",401112471,2019,5,"regular","2019-09-28T16:00:00.000Z",FALSE,FALSE,1964,"Carrier Dome",183,"Syracuse","ACC",41,107,"Holy Cross",NA,3,"1.75642439339",17,7,10,7,0,3,0,0,"Syracuse",38
"297",401110811,2019,5,"regular","2019-09-28T16:00:00.000Z",FALSE,FALSE,3973,"Vanderbilt Stadium",238,"Vanderbilt","SEC",24,2459,"Northern Illinois","Mid-American",18,"2.99368792023398",14,0,7,3,0,0,10,8,"Vanderbilt",6
"298",401117213,2019,5,"regular","2019-09-28T16:00:00.000Z",FALSE,FALSE,3739,"Glass Bowl",2649,"Toledo","Mid-American",28,252,"BYU","FBS Independents",21,"7.58359435471961",0,3,11,14,0,7,14,0,"Toledo",7
"299",401119270,2019,5,"regular","2019-09-28T16:00:00.000Z",FALSE,TRUE,3996,"Yager Stadium",193,"Miami (OH)","Mid-American",34,2084,"Buffalo","Mid-American",20,"4.53840271923793",0,13,21,0,7,7,0,6,"Miami (OH)",14
"300",401112247,2019,5,"regular","2019-09-28T16:00:00.000Z",FALSE,TRUE,347,"Camp Randall Stadium",275,"Wisconsin","Big Ten",24,77,"Northwestern","Big Ten",15,"3.32993067346638",7,0,7,10,3,0,0,12,"Wisconsin",9
"301",401119271,2019,5,"regular","2019-09-28T16:00:00.000Z",FALSE,TRUE,3980,"Waldo Stadium",2711,"Western Michigan","Mid-American",31,2117,"Central Michigan","Mid-American",15,"1.74249253155978",10,7,7,7,0,0,0,15,"Western Michigan",16
"302",401112470,2019,5,"regular","2019-09-28T16:30:00.000Z",FALSE,FALSE,3752,"Heinz Field",221,"Pittsburgh","ACC",17,48,"Delaware",NA,14,"6.5616515509535",0,10,0,7,0,7,7,0,"Pittsburgh",3
"303",401112466,2019,5,"regular","2019-09-28T19:30:00.000Z",FALSE,TRUE,3615,"Alumni Stadium",103,"Boston College","ACC",24,154,"Wake Forest","ACC",27,"7.46447392675059",0,17,0,7,10,7,3,7,"Wake Forest",3
"304",401114267,2019,5,"regular","2019-09-28T19:30:00.000Z",FALSE,TRUE,4418,"Jerry Richardson Stadium",2429,"Charlotte","Conference USA",27,2226,"Florida Atlantic","Conference USA",45,"4.81913346677963",7,7,7,6,14,10,14,7,"Florida Atlantic",18
"305",401112469,2019,5,"regular","2019-09-28T19:30:00.000Z",FALSE,FALSE,3806,"Lincoln Financial Field",218,"Temple","American Athletic",24,59,"Georgia Tech","ACC",2,"3.25219779577799",0,14,10,0,0,0,2,0,"Temple",22
"306",401114356,2019,5,"regular","2019-09-28T19:30:00.000Z",FALSE,FALSE,3985,"Warren McGuirk Alumni Stadium",113,"UMass","FBS Independents",37,2006,"Akron","Mid-American",29,"4.10204660727162",7,13,14,3,7,7,7,8,"UMass",8
"307",401121943,2019,5,"regular","2019-09-28T19:30:00.000Z",FALSE,TRUE,3792,"Kidd Brewer Stadium",2026,"Appalachian State","Sun Belt",56,324,"Coastal Carolina","Sun Belt",37,"3.54338706707165",14,21,7,14,14,7,9,7,"Appalachian State",19
"308",401112161,2019,5,"regular","2019-09-28T19:30:00.000Z",FALSE,TRUE,3936,"Spartan Stadium",127,"Michigan State","Big Ten",40,84,"Indiana","Big Ten",31,"6.37383332877927",7,14,0,19,7,7,3,14,"Michigan State",9
"309",401112232,2019,5,"regular","2019-09-28T19:30:00.000Z",FALSE,TRUE,3907,"Ross-Ade Stadium",2509,"Purdue","Big Ten",31,135,"Minnesota","Big Ten",38,"3.65554604767566",3,7,7,14,14,14,10,0,"Minnesota",7
"310",401114221,2019,5,"regular","2019-09-28T19:30:00.000Z",FALSE,TRUE,3765,"Husky Stadium",264,"Washington","Pac-12",28,30,"USC","Pac-12",14,"2.79123564433652",14,3,11,0,0,7,7,0,"Washington",14
"311",401112472,2019,5,"regular","2019-09-28T19:30:00.000Z",FALSE,FALSE,3855,"Notre Dame Stadium",87,"Notre Dame","FBS Independents",35,258,"Virginia","ACC",20,"4.30145063205406",14,0,14,7,7,10,0,3,"Notre Dame",15
"312",401112467,2019,5,"regular","2019-09-28T19:30:00.000Z",FALSE,TRUE,3787,"Kenan Memorial Stadium",153,"North Carolina","ACC",20,228,"Clemson","ACC",21,"5.05090087912744",7,7,0,6,0,14,0,7,"Clemson",1
"313",401112076,2019,5,"regular","2019-09-28T19:30:00.000Z",FALSE,TRUE,4727,"McLane Stadium",239,"Baylor","Big 12",23,66,"Iowa State","Big 12",21,"5.25690748856493",0,7,13,3,0,0,0,21,"Baylor",2
"314",401110806,2019,5,"regular","2019-09-28T19:30:00.000Z",FALSE,TRUE,3657,"Bryant Denny Stadium",333,"Alabama","SEC",59,145,"Ole Miss","SEC",31,"2.39570054077203",7,31,14,7,10,0,7,14,"Alabama",28
"315",401110809,2019,5,"regular","2019-09-28T20:00:00.000Z",FALSE,FALSE,3634,"Ben Hill Griffin Stadium",57,"Florida","SEC",38,119,"Towson",NA,0,"1.38437926628717",7,10,14,7,0,0,0,0,"Florida",38
"316",401117873,2019,5,"regular","2019-09-28T20:00:00.000Z",FALSE,TRUE,3886,"Raymond James Stadium",58,"South Florida","American Athletic",21,2567,"SMU","American Athletic",48,"1.94200666174849",0,0,7,14,14,20,7,7,"SMU",27
"317",401114269,2019,5,"regular","2019-09-28T21:00:00.000Z",FALSE,FALSE,3775,"Joan C. Edwards Stadium",276,"Marshall","Conference USA",14,2132,"Cincinnati","American Athletic",52,"1.47917047322896",0,0,0,14,14,14,17,7,"Cincinnati",38
"318",401121945,2019,5,"regular","2019-09-28T22:00:00.000Z",FALSE,TRUE,3608,"Paulson Stadium",290,"Georgia Southern","Sun Belt",24,309,"Louisiana","Sun Belt",37,"7.33298736263289",3,10,8,3,7,10,7,13,"Louisiana",13
"319",401114271,2019,5,"regular","2019-09-28T22:00:00.000Z",FALSE,FALSE,3918,"Foreman Field",295,"Old Dominion","Conference USA",21,151,"East Carolina","American Athletic",24,"5.25184077450705",3,0,10,8,10,7,0,7,"East Carolina",3
"320",401114350,2019,5,"regular","2019-09-28T22:00:00.000Z",FALSE,FALSE,3992,"Williams Stadium",2335,"Liberty","FBS Independents",17,167,"New Mexico","Mountain West",10,"2.85771309825711",7,7,3,0,0,3,0,7,"Liberty",7
"321",401121944,2019,5,"regular","2019-09-28T22:00:00.000Z",FALSE,TRUE,3975,"Veterans Memorial Stadium",2653,"Troy","Sun Belt",43,2032,"Arkansas State","Sun Belt",50,"7.82253322526438",10,21,6,6,21,10,14,5,"Arkansas State",7
"322",401114268,2019,5,"regular","2019-09-28T23:00:00.000Z",FALSE,TRUE,3895,"Rice Stadium",242,"Rice","Conference USA",20,2348,"Louisiana Tech","Conference USA",23,"5.6535749770956",7,7,0,3,7,0,7,3,"Louisiana Tech",3
